fips,county_name,state_code,year,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
,,FL,2017,637,749,869,1134,1388
,,FL,2017,576,580,766,1035,1290
,,FL,2017,617,791,969,1283,1625
,,FL,2017,636,640,838,1111,1407
,,FL,2017,831,1020,1295,1728,2073
,,FL,2017,801,973,1195,1606,1996
,,FL,2017,769,827,1063,1459,1772
,,FL,2017,633,675,820,1103,1190
,,FL,2017,766,837,1002,1333,1604
,,FL,2017,561,697,884,1222,1505
,,FL,2017,843,848,1028,1355,1536
,,FL,2017,693,813,949,1359,1609
,,FL,2017,741,749,897,1243,1581
,,FL,2017,801,831,1034,1444,1777
,,FL,2017,630,661,878,1227,1488
,,FL,2017,586,701,846,1216,1369
,,FL,2017,488,561,745,1023,1027
,,FL,2017,703,736,917,1217,1397
,,FL,2017,714,815,1014,1341,1609
,,FL,2017,527,581,734,1065,1078
,,FL,2017,635,719,829,1081,1229
,,FL,2017,682,715,825,1201,1454
,,FL,2017,869,1093,1370,1878,2228
1200199999,,FL,2017,624,717,878,1177,1339
1200399999,,FL,2017,477,645,752,951,1266
1200599999,,FL,2017,693,813,949,1359,1609
1200799999,,FL,2017,532,565,652,949,990
1200999999,,FL,2017,561,697,884,1222,1505
1201199999,,FL,2017,829,1023,1307,1883,2303
1201399999,,FL,2017,505,509,652,916,919
1201599999,,FL,2017,630,661,878,1227,1488
1201799999,,FL,2017,576,580,766,1035,1290
1201999999,,FL,2017,617,791,969,1283,1625
1202199999,,FL,2017,801,973,1195,1606,1996
1202399999,,FL,2017,561,641,740,1001,1096
1202799999,,FL,2017,510,514,673,924,928
1202999999,,FL,2017,532,561,652,818,899
1203199999,,FL,2017,617,791,969,1283,1625
1203399999,,FL,2017,741,749,897,1243,1581
1203599999,,FL,2017,843,848,1028,1355,1536
1203799999,,FL,2017,598,636,734,992,1293
1203999999,,FL,2017,703,736,917,1217,1397
1204199999,,FL,2017,624,717,878,1177,1339
1204399999,,FL,2017,546,549,730,913,1006
1204599999,,FL,2017,637,749,869,1134,1388
1204799999,,FL,2017,487,491,652,884,899
1204999999,,FL,2017,532,565,652,943,1053
1205199999,,FL,2017,626,636,768,1016,1163
1205399999,,FL,2017,714,815,1014,1341,1609
1205599999,,FL,2017,488,561,745,1023,1027
1205799999,,FL,2017,714,815,1014,1341,1609
1205999999,,FL,2017,532,565,652,833,1100
1206199999,,FL,2017,586,701,846,1216,1369
1206399999,,FL,2017,532,565,652,890,920
1206599999,,FL,2017,703,736,917,1217,1397
1206799999,,FL,2017,532,565,652,949,1149
1206999999,,FL,2017,766,837,1002,1333,1604
1207199999,,FL,2017,687,741,920,1194,1331
1207399999,,FL,2017,703,736,917,1217,1397
1207599999,,FL,2017,539,551,652,891,1056
1207799999,,FL,2017,532,565,652,916,919
1207999999,,FL,2017,414,565,652,819,919
1208199999,,FL,2017,769,827,1063,1459,1772
1208399999,,FL,2017,633,675,820,1103,1190
1208599999,,FL,2017,801,831,1034,1444,1777
1208699999,,FL,2017,831,1020,1295,1728,2073
1208799999,,FL,2017,1067,1266,1682,2110,2370
1208999999,,FL,2017,617,791,969,1283,1625
1209199999,,FL,2017,754,810,961,1382,1680
1209399999,,FL,2017,514,518,688,893,1051
1209599999,,FL,2017,766,837,1002,1333,1604
1209799999,,FL,2017,766,837,1002,1333,1604
1209999999,,FL,2017,869,1093,1370,1878,2228
1210199999,,FL,2017,714,815,1014,1341,1609
1210399999,,FL,2017,714,815,1014,1341,1609
1210599999,,FL,2017,636,640,838,1111,1407
1210799999,,FL,2017,577,592,698,904,1048
1211399999,,FL,2017,741,749,897,1243,1581
1211599999,,FL,2017,769,827,1063,1459,1772
1211799999,,FL,2017,766,837,1002,1333,1604
1210999999,,FL,2017,617,791,969,1283,1625
1211199999,,FL,2017,801,831,1034,1444,1777
1211999999,,FL,2017,527,581,734,1065,1078
1212199999,,FL,2017,532,542,652,903,1060
1212399999,,FL,2017,532,563,652,916,919
1212599999,,FL,2017,532,565,652,866,1149
1212799999,,FL,2017,608,764,959,1298,1454
1212999999,,FL,2017,635,719,829,1081,1229
1213199999,,FL,2017,682,715,825,1201,1454
1213399999,,FL,2017,487,491,652,916,919
,,GA,2017,579,616,752,1009,1043
,,GA,2017,625,696,815,1107,1413
,,GA,2017,818,858,990,1299,1599
,,GA,2017,563,618,745,1013,1313
,,GA,2017,602,606,805,1114,1180
,,GA,2017,601,605,804,1006,1270
,,GA,2017,562,661,822,1084,1343
,,GA,2017,605,648,777,1082,1369
,,GA,2017,531,550,652,875,899
,,GA,2017,644,682,818,1047,1134
,,GA,2017,550,554,734,948,1086
,,GA,2017,719,782,902,1258,1579
,,GA,2017,472,475,627,861,864
,,GA,2017,463,517,596,809,1050
,,GA,2017,590,641,740,1077,1304
,,GA,2017,556,706,815,1088,1341
,,GA,2017,495,498,662,964,1009
,,GA,2017,562,679,783,1140,1277
,,GA,2017,587,616,711,1035,1170
,,GA,2017,468,471,611,813,1055
,,GA,2017,430,547,678,910,935
,,GA,2017,475,517,596,833,936
,,GA,2017,497,520,666,885,1117
,,GA,2017,706,801,924,1260,1472
,,GA,2017,538,542,694,949,1223
,,GA,2017,644,676,808,1034,1261
1300199999,,GA,2017,466,469,596,755,967
1300399999,,GA,2017,445,448,596,828,955
1300599999,,GA,2017,466,469,596,746,928
1300799999,,GA,2017,579,616,752,1009,1043
1300999999,,GA,2017,557,558,674,869,1057
1301199999,,GA,2017,510,514,636,883,1002
1301399999,,GA,2017,818,858,990,1299,1599
1301599999,,GA,2017,818,858,990,1299,1599
1301799999,,GA,2017,445,448,596,799,955
1301999999,,GA,2017,445,448,596,759,1050
1302199999,,GA,2017,556,706,815,1088,1341
1302399999,,GA,2017,466,469,596,847,955
1302599999,,GA,2017,602,606,805,1114,1180
1302799999,,GA,2017,538,542,694,949,1223
1302999999,,GA,2017,706,801,924,1260,1472
1303199999,,GA,2017,599,603,780,1135,1374
1303399999,,GA,2017,563,618,745,1013,1313
1303599999,,GA,2017,601,605,804,1006,1270
1303799999,,GA,2017,461,464,617,815,989
1303999999,,GA,2017,610,614,776,1067,1367
1304399999,,GA,2017,445,448,596,868,1050
1304599999,,GA,2017,818,858,990,1299,1599
1304799999,,GA,2017,562,661,822,1084,1343
1304999999,,GA,2017,466,469,596,868,955
1305199999,,GA,2017,706,801,924,1260,1472
1305399999,,GA,2017,605,648,777,1082,1369
1305599999,,GA,2017,445,448,596,811,1050
1305799999,,GA,2017,818,858,990,1299,1599
1305999999,,GA,2017,625,696,815,1107,1413
1306199999,,GA,2017,445,448,596,868,955
1306399999,,GA,2017,818,858,990,1299,1599
1306599999,,GA,2017,445,448,596,795,955
1306799999,,GA,2017,818,858,990,1299,1599
1306999999,,GA,2017,445,448,596,812,900
1307199999,,GA,2017,463,466,596,792,947
1307399999,,GA,2017,563,618,745,1013,1313
1307599999,,GA,2017,492,517,596,868,971
1307799999,,GA,2017,818,858,990,1299,1599
1307999999,,GA,2017,556,706,815,1088,1341
1308199999,,GA,2017,492,508,596,819,965
1308399999,,GA,2017,562,661,822,1084,1343
1308599999,,GA,2017,818,858,990,1299,1599
1308799999,,GA,2017,510,513,628,859,866
1308999999,,GA,2017,818,858,990,1299,1599
1309199999,,GA,2017,459,462,614,794,921
1309399999,,GA,2017,487,517,596,765,955
1309599999,,GA,2017,579,616,752,1009,1043
1309799999,,GA,2017,818,858,990,1299,1599
1309999999,,GA,2017,492,517,596,868,955
1310199999,,GA,2017,538,542,694,949,1223
1310399999,,GA,2017,706,801,924,1260,1472
1310599999,,GA,2017,445,448,596,774,880
1310799999,,GA,2017,445,448,596,762,842
1310999999,,GA,2017,476,479,596,808,822
1311199999,,GA,2017,489,492,626,783,1004
1311399999,,GA,2017,818,858,990,1299,1599
1311599999,,GA,2017,497,520,666,885,1117
1311799999,,GA,2017,818,858,990,1299,1599
1311999999,,GA,2017,445,448,596,763,927
1312199999,,GA,2017,818,858,990,1299,1599
1312399999,,GA,2017,509,512,681,852,1200
1312599999,,GA,2017,445,448,596,838,975
1312799999,,GA,2017,602,606,805,1114,1180
1312999999,,GA,2017,420,514,633,919,1110
1313199999,,GA,2017,494,518,598,799,962
1313399999,,GA,2017,449,452,601,815,828
1313599999,,GA,2017,818,858,990,1299,1599
1313799999,,GA,2017,503,506,627,913,930
1313999999,,GA,2017,644,682,818,1047,1134
1314199999,,GA,2017,445,448,596,819,822
1314399999,,GA,2017,550,554,734,948,1086
1314599999,,GA,2017,605,648,777,1082,1369
1314799999,,GA,2017,445,448,596,746,822
1314999999,,GA,2017,818,858,990,1299,1599
1315199999,,GA,2017,818,858,990,1299,1599
1315399999,,GA,2017,644,676,808,1034,1261
1315599999,,GA,2017,466,469,596,758,955
1315799999,,GA,2017,580,584,738,923,1207
1315999999,,GA,2017,818,858,990,1299,1599
1316199999,,GA,2017,466,469,596,757,837
1316399999,,GA,2017,445,448,596,750,967
1316599999,,GA,2017,466,469,596,774,955
1316799999,,GA,2017,470,473,596,819,822
1316999999,,GA,2017,556,706,815,1088,1341
1317199999,,GA,2017,472,475,627,861,864
1317399999,,GA,2017,538,542,694,949,1223
1317599999,,GA,2017,476,479,596,800,1005
1317799999,,GA,2017,579,616,752,1009,1043
1317999999,,GA,2017,719,782,902,1258,1579
1318199999,,GA,2017,463,517,596,809,1050
1318399999,,GA,2017,590,641,740,1077,1304
1318599999,,GA,2017,538,542,694,949,1223
1318799999,,GA,2017,549,552,734,1068,1293
1319399999,,GA,2017,445,448,596,746,822
1319599999,,GA,2017,625,696,815,1107,1413
1319799999,,GA,2017,605,648,777,1082,1369
1318999999,,GA,2017,563,618,745,1013,1313
1319199999,,GA,2017,602,606,805,1114,1180
1319999999,,GA,2017,495,498,662,964,1009
1320199999,,GA,2017,492,517,596,746,955
1320599999,,GA,2017,445,448,596,746,822
1320799999,,GA,2017,562,679,783,1140,1277
1320999999,,GA,2017,492,517,596,767,955
1321199999,,GA,2017,587,616,711,1035,1170
1321399999,,GA,2017,468,471,611,813,1055
1321599999,,GA,2017,605,648,777,1082,1369
1321799999,,GA,2017,818,858,990,1299,1599
1321999999,,GA,2017,625,696,815,1107,1413
1322199999,,GA,2017,625,696,815,1107,1413
1322399999,,GA,2017,818,858,990,1299,1599
1322599999,,GA,2017,430,547,678,910,935
1322799999,,GA,2017,818,858,990,1299,1599
1322999999,,GA,2017,492,517,596,861,1050
1323199999,,GA,2017,818,858,990,1299,1599
1323399999,,GA,2017,429,509,676,932,1075
1323599999,,GA,2017,475,517,596,833,936
1323799999,,GA,2017,549,552,702,878,1006
1323999999,,GA,2017,466,469,596,792,955
1324199999,,GA,2017,530,534,662,874,912
1324399999,,GA,2017,492,495,658,958,1055
1324599999,,GA,2017,563,618,745,1013,1313
1324799999,,GA,2017,818,858,990,1299,1599
1324999999,,GA,2017,445,448,596,868,955
1325199999,,GA,2017,445,448,596,821,822
1325399999,,GA,2017,466,469,596,792,955
1325599999,,GA,2017,818,858,990,1299,1599
1325799999,,GA,2017,445,448,596,868,1050
1325999999,,GA,2017,447,450,596,856,955
1326199999,,GA,2017,526,563,650,813,896
1326399999,,GA,2017,628,632,803,1067,1287
1326599999,,GA,2017,596,600,763,955,1052
1326799999,,GA,2017,492,517,596,868,972
1326999999,,GA,2017,492,517,596,845,955
1327199999,,GA,2017,445,448,596,746,955
1327399999,,GA,2017,579,616,752,1009,1043
1327599999,,GA,2017,523,542,675,920,930
1327799999,,GA,2017,476,479,622,778,879
1327999999,,GA,2017,454,517,596,827,1050
1328199999,,GA,2017,547,551,673,881,1167
1328399999,,GA,2017,462,465,596,804,955
1328599999,,GA,2017,555,558,689,1003,1026
1328799999,,GA,2017,466,469,596,770,1050
1328999999,,GA,2017,556,706,815,1088,1341
1329199999,,GA,2017,458,461,596,746,1017
1329399999,,GA,2017,515,540,623,905,976
1329599999,,GA,2017,562,661,822,1084,1343
1329799999,,GA,2017,818,858,990,1299,1599
1329999999,,GA,2017,381,453,596,819,822
1330199999,,GA,2017,445,448,596,868,1050
1330399999,,GA,2017,492,517,596,813,868
1330599999,,GA,2017,445,448,596,804,1050
1330799999,,GA,2017,480,483,614,768,984
1330999999,,GA,2017,466,469,596,868,955
1331199999,,GA,2017,515,519,686,916,1100
1331399999,,GA,2017,531,550,652,875,899
1331599999,,GA,2017,492,517,596,746,955
1331799999,,GA,2017,461,464,617,898,989
1331999999,,GA,2017,466,469,596,868,1033
1332199999,,GA,2017,579,616,752,1009,1043
6601099999,,GU,2017,681,734,983,1433,1716
,,HI,2017,475,541,681,991,1200
,,HI,2017,1115,1248,1568,2283,2763
,,HI,2017,1333,1492,1982,2885,3473
1500199999,,HI,2017,859,991,1271,1629,2046
1500399999,,HI,2017,1333,1492,1982,2885,3473
1500599999,,HI,2017,475,541,681,991,1200
1500799999,,HI,2017,928,1189,1463,1933,2263
1500999999,,HI,2017,1115,1248,1568,2283,2763
,,ID,2017,512,629,807,1168,1380
,,ID,2017,483,551,720,1006,1169
,,ID,2017,558,608,808,1144,1424
,,ID,2017,464,550,731,1037,1056
,,ID,2017,486,558,742,1021,1224
,,ID,2017,469,538,715,917,1150
,,ID,2017,440,555,681,991,1114
,,ID,2017,432,512,681,954,1200
1600199999,,ID,2017,512,629,807,1168,1380
1600399999,,ID,2017,504,512,681,894,1188
1600599999,,ID,2017,432,512,681,954,1200
1600799999,,ID,2017,504,512,681,918,1182
1600999999,,ID,2017,504,512,681,925,1200
1601199999,,ID,2017,504,512,681,888,1200
1601399999,,ID,2017,699,710,944,1181,1663
1601599999,,ID,2017,512,629,807,1168,1380
1601799999,,ID,2017,582,620,786,1035,1327
1601999999,,ID,2017,486,558,742,1021,1224
1602199999,,ID,2017,550,559,743,1064,1296
1602399999,,ID,2017,483,551,720,1006,1169
1602599999,,ID,2017,504,514,681,991,1188
1602799999,,ID,2017,512,629,807,1168,1380
1602999999,,ID,2017,504,514,681,938,1188
1603199999,,ID,2017,504,551,681,991,1200
1603399999,,ID,2017,504,514,681,936,1188
1603599999,,ID,2017,518,559,699,874,1219
1603799999,,ID,2017,547,641,739,1076,1289
1603999999,,ID,2017,537,545,725,1014,1277
1604199999,,ID,2017,440,555,681,991,1114
1604399999,,ID,2017,521,530,704,881,1029
1604599999,,ID,2017,464,550,731,1037,1056
1604799999,,ID,2017,504,512,681,987,1200
1604999999,,ID,2017,504,516,681,928,1132
1605199999,,ID,2017,486,558,742,1021,1224
1605399999,,ID,2017,513,541,693,955,1056
1605599999,,ID,2017,558,608,808,1144,1424
1605799999,,ID,2017,522,529,699,1018,1232
1605999999,,ID,2017,504,577,681,942,1188
1606199999,,ID,2017,504,548,681,991,1169
1606399999,,ID,2017,504,526,681,948,1200
1606599999,,ID,2017,575,602,696,1013,1226
1606799999,,ID,2017,504,589,681,982,1188
1606999999,,ID,2017,469,538,715,917,1150
1607199999,,ID,2017,504,590,681,918,1096
1607399999,,ID,2017,512,629,807,1168,1380
1607599999,,ID,2017,534,542,721,921,1247
1607799999,,ID,2017,577,605,780,1006,1075
1607999999,,ID,2017,504,547,681,886,1075
1608199999,,ID,2017,625,629,834,1056,1375
1608399999,,ID,2017,518,538,699,955,1232
1608599999,,ID,2017,554,574,748,1089,1305
1608799999,,ID,2017,504,512,681,946,1078
,,IL,2017,553,613,810,1099,1408
,,IL,2017,478,584,702,878,1120
,,IL,2017,551,554,735,1017,1117
,,IL,2017,544,668,829,1041,1387
,,IL,2017,912,1055,1232,1569,1878
,,IL,2017,446,537,703,879,973
,,IL,2017,473,578,738,969,1061
,,IL,2017,507,510,654,853,919
,,IL,2017,442,531,697,950,977
,,IL,2017,612,691,918,1273,1556
,,IL,2017,776,779,1036,1423,1428
,,IL,2017,465,582,733,1007,1010
,,IL,2017,570,676,899,1235,1474
,,IL,2017,822,828,1100,1574,1938
,,IL,2017,445,492,654,862,1001
,,IL,2017,525,604,775,983,1126
,,IL,2017,515,578,768,1018,1138
,,IL,2017,528,604,783,1023,1079
,,IL,2017,609,690,896,1188,1385
,,IL,2017,503,506,673,960,1186
1700199999,,IL,2017,459,493,655,898,925
1700399999,,IL,2017,551,554,735,1017,1117
1700599999,,IL,2017,478,584,702,878,1120
1700799999,,IL,2017,515,578,768,1018,1138
1700999999,,IL,2017,929,1059,1392,1801,2018
1701199999,,IL,2017,461,546,726,921,1001
1701399999,,IL,2017,609,690,896,1188,1385
1701599999,,IL,2017,471,492,654,818,966
1701799999,,IL,2017,540,550,654,937,996
1701999999,,IL,2017,544,668,829,1041,1387
1702199999,,IL,2017,470,500,665,834,974
1702399999,,IL,2017,436,510,654,857,1152
1702599999,,IL,2017,436,567,654,837,948
1702799999,,IL,2017,609,690,896,1188,1385
1702999999,,IL,2017,455,547,682,970,1009
1703199999,,IL,2017,912,1055,1232,1569,1878
1703399999,,IL,2017,436,565,654,818,901
1703599999,,IL,2017,436,534,654,818,948
1703999999,,IL,2017,507,510,654,853,919
1703799999,,IL,2017,612,691,918,1273,1556
1704199999,,IL,2017,444,500,665,832,929
1704399999,,IL,2017,912,1055,1232,1569,1878
1704599999,,IL,2017,436,492,654,829,901
1704799999,,IL,2017,436,536,654,818,958
1704999999,,IL,2017,430,492,654,952,1010
1705199999,,IL,2017,436,492,654,879,966
1705399999,,IL,2017,544,668,829,1041,1387
1705599999,,IL,2017,436,492,654,818,999
1705799999,,IL,2017,436,535,654,865,1093
1705999999,,IL,2017,436,567,654,945,948
1706199999,,IL,2017,436,555,654,818,976
1706399999,,IL,2017,776,779,1036,1423,1428
1706599999,,IL,2017,436,492,654,818,948
1706799999,,IL,2017,432,521,654,818,948
1706999999,,IL,2017,436,558,654,889,948
1707199999,,IL,2017,446,508,668,836,1010
1707399999,,IL,2017,473,578,738,969,1061
1707599999,,IL,2017,510,531,654,865,1132
1707799999,,IL,2017,465,582,733,1007,1010
1707999999,,IL,2017,436,547,654,945,948
1708199999,,IL,2017,438,507,655,819,958
1708399999,,IL,2017,609,690,896,1188,1385
1708599999,,IL,2017,436,567,654,913,1035
1708799999,,IL,2017,436,500,654,818,1044
1708999999,,IL,2017,912,1055,1232,1569,1878
1709199999,,IL,2017,570,676,899,1235,1474
1709399999,,IL,2017,822,828,1100,1574,1938
1709599999,,IL,2017,415,492,654,818,901
1709999999,,IL,2017,462,548,728,1043,1075
1709799999,,IL,2017,912,1055,1232,1569,1878
1710199999,,IL,2017,489,492,654,868,901
1710399999,,IL,2017,555,559,705,933,997
1710599999,,IL,2017,423,501,666,902,928
1710799999,,IL,2017,441,497,661,872,911
1711599999,,IL,2017,442,531,697,950,977
1711799999,,IL,2017,445,492,654,862,1001
1711999999,,IL,2017,609,690,896,1188,1385
1712199999,,IL,2017,415,492,654,878,925
1712399999,,IL,2017,525,604,775,983,1126
1712599999,,IL,2017,458,516,686,858,946
1712799999,,IL,2017,486,553,735,920,1190
1710999999,,IL,2017,450,571,710,888,1013
1711199999,,IL,2017,912,1055,1232,1569,1878
1711399999,,IL,2017,553,613,810,1099,1408
1712999999,,IL,2017,528,604,783,1023,1079
1713199999,,IL,2017,473,578,738,969,1061
1713399999,,IL,2017,609,690,896,1188,1385
1713599999,,IL,2017,432,555,681,852,939
1713799999,,IL,2017,417,495,658,837,907
1713999999,,IL,2017,518,539,654,878,1027
1714199999,,IL,2017,474,542,721,985,1174
1714399999,,IL,2017,525,604,775,983,1126
1714599999,,IL,2017,436,551,654,846,972
1714799999,,IL,2017,544,668,829,1041,1387
1714999999,,IL,2017,456,492,654,869,901
1715199999,,IL,2017,436,497,654,846,948
1715399999,,IL,2017,436,567,654,818,948
1715599999,,IL,2017,455,508,675,844,979
1715799999,,IL,2017,442,520,654,839,1057
1715999999,,IL,2017,489,492,654,894,1007
1716199999,,IL,2017,473,578,738,969,1061
1716599999,,IL,2017,436,492,654,898,901
1716799999,,IL,2017,528,604,783,1023,1079
1716999999,,IL,2017,436,541,654,830,948
1717199999,,IL,2017,436,492,654,818,948
1717399999,,IL,2017,436,492,654,847,1027
1716399999,,IL,2017,609,690,896,1188,1385
1717599999,,IL,2017,525,604,775,983,1126
1717799999,,IL,2017,436,492,654,822,901
1717999999,,IL,2017,525,604,775,983,1126
1718199999,,IL,2017,436,492,654,932,1027
1718399999,,IL,2017,446,537,703,879,973
1718599999,,IL,2017,436,492,654,887,901
1718799999,,IL,2017,466,497,661,864,911
1718999999,,IL,2017,450,507,674,843,929
1719199999,,IL,2017,436,504,654,821,948
1719399999,,IL,2017,429,492,654,875,1024
1719599999,,IL,2017,553,557,682,864,986
1719799999,,IL,2017,912,1055,1232,1569,1878
1719999999,,IL,2017,503,506,673,960,1186
1720199999,,IL,2017,515,578,768,1018,1138
1720399999,,IL,2017,525,604,775,983,1126
,,IN,2017,492,587,775,1005,1186
,,IN,2017,659,688,884,1183,1520
,,IN,2017,511,514,666,915,918
,,IN,2017,527,613,806,1125,1316
,,IN,2017,596,720,856,1085,1180
,,IN,2017,476,567,751,940,1078
,,IN,2017,566,605,787,985,1085
,,IN,2017,469,544,691,887,990
,,IN,2017,548,710,864,1110,1191
,,IN,2017,594,689,850,1140,1298
,,IN,2017,573,576,765,957,1344
,,IN,2017,515,561,745,1007,1027
,,IN,2017,613,682,827,1132,1433
,,IN,2017,551,629,793,1085,1230
,,IN,2017,463,548,729,921,1005
,,IN,2017,486,527,693,904,1099
,,IN,2017,479,579,725,958,1277
,,IN,2017,540,544,690,1004,1110
,,IN,2017,509,546,726,999,1211
,,IN,2017,502,635,792,1014,1092
,,IN,2017,489,620,770,963,1061
,,IN,2017,481,594,758,982,1045
,,IN,2017,435,577,666,833,999
,,IN,2017,467,546,666,923,1037
1800199999,,IN,2017,465,517,666,933,1075
1800399999,,IN,2017,469,544,691,887,990
1800599999,,IN,2017,596,720,856,1085,1180
1800799999,,IN,2017,613,682,827,1132,1433
1800999999,,IN,2017,465,501,666,904,999
1801199999,,IN,2017,594,689,850,1140,1298
1801399999,,IN,2017,594,689,850,1140,1298
1801599999,,IN,2017,511,514,666,915,918
1801799999,,IN,2017,433,514,683,854,1024
1801999999,,IN,2017,551,629,793,1085,1230
1802199999,,IN,2017,481,594,758,982,1045
1802399999,,IN,2017,439,540,692,932,1017
1802599999,,IN,2017,465,501,666,875,950
1802799999,,IN,2017,465,501,666,915,918
1802999999,,IN,2017,527,613,806,1125,1316
1803199999,,IN,2017,537,585,770,966,1061
1803399999,,IN,2017,459,551,689,908,950
1803599999,,IN,2017,486,527,693,904,1099
1803799999,,IN,2017,509,512,666,951,1173
1803999999,,IN,2017,476,567,751,940,1078
1804199999,,IN,2017,470,507,674,884,1000
1804399999,,IN,2017,551,629,793,1085,1230
1804599999,,IN,2017,515,565,738,923,1017
1804799999,,IN,2017,468,555,737,922,1051
1804999999,,IN,2017,465,570,666,833,918
1805199999,,IN,2017,550,571,666,873,997
1805399999,,IN,2017,429,501,666,878,964
1805599999,,IN,2017,424,554,666,833,1173
1805799999,,IN,2017,594,689,850,1140,1298
1805999999,,IN,2017,594,689,850,1140,1298
1806199999,,IN,2017,551,629,793,1085,1230
1806399999,,IN,2017,594,689,850,1140,1298
1806599999,,IN,2017,500,504,666,859,918
1806799999,,IN,2017,515,561,745,1007,1027
1806999999,,IN,2017,456,514,666,915,918
1807199999,,IN,2017,471,572,675,983,1093
1807399999,,IN,2017,573,576,765,957,1344
1807599999,,IN,2017,465,506,666,915,918
1807799999,,IN,2017,496,592,723,996,1031
1807999999,,IN,2017,523,564,750,938,1034
1808199999,,IN,2017,594,689,850,1140,1298
1808399999,,IN,2017,515,518,689,930,950
1808599999,,IN,2017,478,602,753,985,1038
1808799999,,IN,2017,465,569,666,916,1001
1808999999,,IN,2017,548,710,864,1110,1191
1809199999,,IN,2017,463,548,729,921,1005
1809399999,,IN,2017,437,518,689,862,1213
1809599999,,IN,2017,492,587,775,1005,1186
1809799999,,IN,2017,594,689,850,1140,1298
1809999999,,IN,2017,522,527,700,888,965
1810199999,,IN,2017,465,523,666,952,1173
1810399999,,IN,2017,465,577,666,915,1173
1810599999,,IN,2017,659,688,884,1183,1520
1810799999,,IN,2017,532,543,722,941,995
1810999999,,IN,2017,594,689,850,1140,1298
1811199999,,IN,2017,548,710,864,1110,1191
1811399999,,IN,2017,465,569,666,893,1105
1811599999,,IN,2017,527,613,806,1125,1316
1811799999,,IN,2017,465,522,666,891,1047
1811999999,,IN,2017,479,579,725,958,1277
1812199999,,IN,2017,465,529,666,843,1134
1812399999,,IN,2017,465,501,666,891,918
